t_s,x_mm,y_mm,z_mm,speed_mm_s,yaw_rad,left_drive,right_drive,flipped_physics_steps,sensor_left,sensor_right,speed_command,turn_command,brain_dn_left,brain_dn_right
0.015,0.056217778474092484,-0.03041750006377697,1.0663319826126099,18.78880500793457,0.0014200578443706036,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.03,0.17780174314975739,-0.04918219894170761,1.0459719896316528,0.6292674541473389,-0.0010706102475523949,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.045,0.15123982727527618,-0.08713614195585251,1.0247169733047485,2.393505096435547,-0.03918987885117531,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.06,0.28846800327301025,-0.07842761278152466,1.1029106378555298,7.84067440032959,-0.0674070194363594,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.075,0.4171297252178192,-0.10467176139354706,1.099993109703064,11.307302474975586,-0.0431303046643734,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.09,0.6125084757804871,-0.21682779490947723,1.0359456539154053,10.508594512939453,-0.027254357933998108,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.105,0.7019936442375183,-0.17594997584819794,1.0948437452316284,8.201493263244629,-0.03170553967356682,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.12,0.7830612063407898,-0.10003761947154999,1.04729163646698,13.264119148254395,-0.04371277615427971,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.135,1.010496973991394,-0.08093222975730896,1.131447196006775,20.31507682800293,-0.05837155878543854,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.15,1.2361942529678345,-0.05168710649013519,1.1835139989852905,19.049428939819336,-0.07364968210458755,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.16499999999999998,1.3735226392745972,-0.14429809153079987,1.0741150379180908,13.09610652923584,-0.07897774130105972,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.18,1.621232271194458,-0.22559021413326263,1.1301155090332031,18.522367477416992,-0.07787720113992691,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.195,1.697446584701538,-0.15106618404388428,1.1660127639770508,13.092520713806152,0.0015841868007555604,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.21,1.9185235500335693,-0.05524096637964249,1.1115074157714844,25.82300567626953,-0.015478498302400112,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.22499999999999998,2.1647262573242188,-0.07878973335027695,1.1680701971054077,14.499868392944336,-0.03960791230201721,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.24,2.2825918197631836,-0.13888011872768402,1.1675697565078735,18.058725357055664,-0.13308340311050415,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.255,2.477872848510742,-0.281206339597702,1.1050667762756348,26.674325942993164,-0.12895797193050385,0.8,0.8,0,0.0,0.0,0.8,0.0,0,0
0.27,2.6775550842285156,-0.21677741408348083,1.1477336883544922,1.893019437789917,-0.08527819812297821,1.2000000000000002,0.4,0,0.0,1.0,0.8,-1.0,17,27
